Data;Taxa de câmbio - R$ / US$ - comercial - venda - média - R$ - Banco Central do Brasil, Boletim, Seção Balanço de Pagamentos (Bacen / Boletim / BP) - BM12_ERV12;
1999.09;1,8981;
1999.10;1,9695;
1999.11;1,9299;
1999.12;1,8428;
2000.01;1,8037;
2000.02;1,7753;
2000.03;1,742;
2000.04;1,7682;
2000.05;1,8279;
2000.06;1,8083;
2000.07;1,7978;
2000.08;1,8092;
2000.09;1,8392;
2000.10;1,8796;
2000.11;1,948;
2000.12;1,9633;
2001.01;1,9545;
2001.02;2,0019;
2001.03;2,089;
2001.04;2,1925;
2001.05;2,2972;
2001.06;2,3758;
2001.07;2,466;
2001.08;2,5106;
2001.09;2,6717;
2001.10;2,7402;
2001.11;2,5431;
2001.12;2,3627;
2002.01;2,3779;
2002.02;2,4196;
2002.03;2,3466;
2002.04;2,3204;
2002.05;2,4804;
2002.06;2,714;
2002.07;2,9346;
2002.08;3,1101;
2002.09;3,342;
2002.10;3,8059;
2002.11;3,5764;
2002.12;3,6259;
2003.01;3,4384;
2003.02;3,5908;
2003.03;3,4469;
2003.04;3,1187;
2003.05;2,9557;
2003.06;2,8832;
2003.07;2,8798;
2003.08;3,0025;
2003.09;2,9228;
2003.10;2,8615;
2003.11;2,9138;
2003.12;2,9253;
2004.01;2,8518;
2004.02;2,9303;
2004.03;2,9055;
2004.04;2,906;
2004.05;3,1004;
2004.06;3,1291;
2004.07;3,0368;
2004.08;3,0029;
2004.09;2,8911;
2004.10;2,8529;
2004.11;2,786;
2004.12;2,7182;
2005.01;2,693;
2005.02;2,5978;
2005.03;2,7047;
2005.04;2,5792;
2005.05;2,4528;
2005.06;2,4135;
2005.07;2,3735;
2005.08;2,3606;
2005.09;2,2944;
2005.10;2,2565;
2005.11;2,2108;
2005.12;2,2855;
2006.01;2,2739;
2006.02;2,1619;
2006.03;2,152;
2006.04;2,1293;
2006.05;2,1781;
2006.06;2,2483;
2006.07;2,1893;
2006.08;2,1559;
2006.09;2,1687;
2006.10;2,1483;
2006.11;2,1579;
2006.12;2,1499;
2007.01;2,1385;
2007.02;2,09625;
2007.03;2,0887;
2007.04;2,032;
2007.05;1,9816;
2007.06;1,9319;
2007.07;1,8828;
2007.08;1,966;
2007.09;1,8996;
2007.10;1,801;
2007.11;1,7699;
2007.12;1,786;
2008.01;1,7743;
2008.02;1,7277;
2008.03;1,7076;
2008.04;1,6889;
2008.05;1,6605;
2008.06;1,6189;
2008.07;1,5914;
2008.08;1,6123;
2008.09;1,7996;
2008.10;2,1729;
2008.11;2,2663;
2008.12;2,3944;
2009.01;2,3074;
2009.02;2,3127;
2009.03;2,3138;
2009.04;2,2059;
2009.05;2,0609;
2009.06;1,9576;
2009.07;1,9328;
2009.08;1,8452;
2009.09;1,8198;
2009.10;1,7384;
2009.11;1,726;
2009.12;1,7507;
2010.01;1,7798;
2010.02;1,8402;
2010.03;1,7858;
2010.04;1,7576;
2010.05;1,8132;
2010.06;1,8059;
2010.07;1,7696;
2010.08;1,7596;
2010.09;1,7187;
2010.10;1,686;
2010.11;1,71333;
2010.12;1,693418182;
2011.01;1,6748;
2011.02;1,668;
2011.03;1,6591;
2011.04;1,586447368;
2011.05;1,613490909;
2011.06;1,587042857;
2011.07;1,5639;
2011.08;1,597;
2011.09;1,7498;
2011.10;1,7726;
2011.11;1,79049;
2011.12;1,8369;
2012.01;1,789681818;
2012.02;1,718394737;
2012.03;1,795309091;
2012.04;1,8548;
2012.05;1,985990909;
2012.06;2,049195;
2012.07;2,028736364;
2012.08;2,029443478;
2012.09;2,028078947;
2012.10;2,029845455;
2012.11;2,06775;
2012.12;2,077835;
2013.01;2,031077273;
2013.02;1,97325;
2013.03;1,98284;
2013.04;2,002213636;
2013.05;2,034842857;
2013.06;2,172955;
2013.07;2,252169565;
2013.08;2,342190909;
2013.09;2,270509524;
2013.10;2,188647826;
2013.11;2,29535;
2013.12;2,345485714;
2014.01;2,382209091;
2014.02;2,38368;
2014.03;2,326089474;
2014.04;2,23277;
2014.05;2,220880952;
2014.06;2,23547;
2014.07;2,224647826;
2014.08;2,265647619;
2014.09;2,332868182;
2014.10;2,44826087;
2014.11;2,548365;
2014.12;2,639363636;
2015.01;2,634228571;
2015.02;2,81645;
2015.03;3,139477273;
2015.04;3,04322;
2015.05;3,061715;
2015.06;3,111738095;
2015.07;3,223143478;
2015.08;3,514304762;
2015.09;3,906457143;
2015.10;3,880138095;
2015.11;3,77646;
2015.12;3,871136364;
2016.01;4,05235;
2016.02;3,973742105;
2016.03;3,703918182;
2016.04;3,565845;
2016.05;3,539290476;
2016.06;3,424477273;
2016.07;3,275310526;
2016.08;3,20966087;
2016.09;3,256371429;
2016.10;3,1858;
2016.11;3,342;
2016.12;3,35226818181818;
2017.01;3,19660909090909;
2017.02;3,10419444444444;
2017.03;3,12793043478261;
2017.04;3,13617222222222;
2017.05;3,20950909090909;
2017.06;3,29536666666667;
2017.07;3,2061380952381;
2017.08;3,15091739130435;
2017.09;3,13479;
2017.10;3,19122857142857;
2017.11;3,25938;
2017.12;3,291915;
2018.01;3,21060909090909;
2018.02;3,2415;
2018.03;3,27921428571429;
2018.04;3,40749523809524;
2018.05;3,63605714285714;
2018.06;3,77317142857143;
2018.07;3,82876363636364;
2018.08;3,92975652173913;
2018.09;4,11654736842105;
2018.10;3,75840909090909;
2018.11;3,786665;
2018.12;3,88278181818182;
2019.01;3,74168181818182;
2019.02;3,723625;
2019.03;3,84648421052632;
2019.04;3,89615714285714;
2019.05;4,00151818181818;
2019.06;3,85882631578947;
2019.07;3,77933913043478;
2019.08;4,01998181818182;
2019.09;4,1215;
2019.10;4,08698695652174;
2019.11;4,155345;
2019.12;4,10959047619048;
2020.01;4,14946363636364;
2020.02;4,34101111111111;
2020.03;4,88385454545455;
2020.04;5,32558;
2020.05;5,643445;
2020.06;5,1966;
2020.07;5,28019130434783;
2020.08;5,46123333333333;
2020.09;5,39948571428571;
2020.10;5,62579047619048;
2020.11;5,417835;
2020.12;5,14558636363636;
2021.01;5,356245;
2021.02;5,41649444444444;
2021.03;5,64614782608696;
2021.04;5,562135;
2021.05;5,29105714285714;
2021.06;5,03190476190476;
2021.07;5,15670454545455;
2021.08;5,25171818181818;
2021.09;5,27969047619048;
2021.10;5,53998;
2021.11;5,55686;
2021.12;5,65139130434783;
2022.01;5,53410476190476;
2022.02;5,19657894736842;
2022.03;4,96838181818182;
2022.04;4,75801578947368;
2022.05;4,95505;
2022.06;5,04920952380952;
2022.07;5,36807142857143;
2022.08;5,14328695652174;
2022.09;5,23695714285714;
2022.10;5,2503;
2022.11;5,27465;
2022.12;5,24243181818182;
2023.01;5,20068181818182;
2023.02;5,17168888888889;
2023.03;5,21146086956522;
2023.04;5,01973333333333;
2023.05;4,98283636363636;
2023.06;4,85156666666667;
2023.07;4,80083333333333;
2023.08;4,90472083333333;
2023.09;4,93699;
2023.10;5,06484285714286;
2023.11;4,89834;
2023.12;4,897245;
